PredictionDT,PredictedValue,RealValue,MyFeatureName_0,MyFeatureName_1,MyFeatureName_2,MyFeatureName_3,MyFeatureName_4,MyFeatureName_5,MyFeatureName_6,MyFeatureName_7,MyFeatureName_8,MyFeatureName_9
06/11/2019 00:00:00 +00:00,0.7843712887843984,0.6184576306632099,0.3433512515697519,0.09655758087137511,0.49132948747079386,0.9602349664850172,0.08622862931154207,0.0822311324168925,0.8859328880443077,0.2948957882686335,0.6782813748117703,0.7151768625214425
07/11/2019 00:00:00 +00:00,0.0763783711117777,0.8622008712064813,0.5781456537726938,0.6400887060425036,0.2350731990942051,0.17597969444512962,0.86123952314959,0.702077290911091,0.7992040774951171,0.3021194119072069,0.09798109831140933,0.5846844810368202
08/11/2019 00:00:00 +00:00,0.0038037454416973704,0.19442068116025013,0.7876499481394865,0.5409589218432327,0.9037241904786653,0.7784055533364981,0.8393579024638604,0.24042097044527855,0.47640110884636533,0.7774519333499197,0.9381399599552829,0.07071698592785758
09/11/2019 00:00:00 +00:00,0.07960103467634494,0.6981650588457002,0.228878644100601,0.3770617836184371,0.4623895107533902,0.42519138215532337,0.3866142815720566,0.6232934305251218,0.8790036425187617,0.6209504118479536,0.18668431600551638,0.9976075691555245
10/11/2019 00:00:00 +00:00,0.16521880685677048,0.8964373808445104,0.09934993975533568,0.5794426618100216,0.1778287352794905,0.7449986156265958,0.7467709945587452,0.3038206149022241,0.03922901592253203,0.5247483223345363,0.6579619306868777,0.7489984056480015
11/11/2019 00:00:00 +00:00,0.6674565669597075,0.24424297144100482,0.8806700399331142,0.8447109552715956,0.9365164474893891,0.3933563699842869,0.616454917019173,0.9431573904246017,0.9247851764914997,0.9730349781665087,0.33888344429674644,0.16046454694307455
12/11/2019 00:00:00 +00:00,0.9648511089286163,0.6909512347594214,0.12704745129510886,0.18013129568010477,0.37222333874089264,0.05698323593297039,0.7125290357792963,0.4653670927948921,0.823521686978158,0.543435603192027,0.47995634599330916,0.40829431355986157
13/11/2019 00:00:00 +00:00,0.41500547736935667,0.8638729520558555,0.9437611707786603,0.3290872113543829,0.8774844114765971,0.3910314045622202,0.5364933697002072,0.8886049161397981,0.5368881155597951,0.5054000556025187,0.9229450782262747,0.7722086657671042
14/11/2019 00:00:00 +00:00,0.8133919951879555,0.9339146860216201,0.350413643774965,0.12383135250044697,0.33868772739069053,0.4198545446620594,0.01957561860966206,0.5388274459681045,0.7072539711947851,0.9413628661984229,0.16909973424436553,0.8350368460529921
15/11/2019 00:00:00 +00:00,0.18294789773922615,0.6250517184077495,0.19402311734265731,0.9594338124563908,0.633130554286863,0.44298332241880456,0.9019024454129777,0.14424036433361365,0.8518596189971702,0.3416732374333298,0.36332438071418083,0.0424281337402066
